Organizador,Ano_Mes,Dia_da_Semana,Tipo_Dia,Objetivo,Date,AdSet_name,Amount_spent,Link_clicks,Impressions,Conversions,Segmentação,Tipo_de_Anúncio,Fase
3351,2025 | Abril,Sábado,Final de Semana,Leads,2025-04-12,topfunnel_interesses_cloud_video_v1,31.41,46,2069,5,Interesses_Cloud,Video,4º Lançamento | Leads
3848,2025 | Abril,Sábado,Final de Semana,Leads,2025-04-12,topfunnel_interesses_cloud_estatico_v1,66.39,177,9501,9,Interesses_Cloud,Estático,4º Lançamento | Leads
4509,2025 | Abril,Sábado,Final de Semana,Leads,2025-04-12,topfunnel_broad_tech_estatico_v2,43.76,31,4067,5,Broad_Tecnologia,Estático,4º Lançamento | Leads
4826,2025 | Abril,Sábado,Final de Semana,Leads,2025-04-12,topfunnel_cargos_tech_video_v1,27.55,52,2564,16,Cargos_Tecnologia,Video,4º Lançamento | Leads
5256,2025 | Abril,Sábado,Final de Semana,Leads,2025-04-12,topfunnel_interesses_cloud_estatico_v1,71.65,72,3417,13,Interesses_Cloud,Estático,4º Lançamento | Leads
5300,2025 | Abril,Sábado,Final de Semana,Awareness,2025-04-12,topfunnel_interesses_programacao_estatico_v3,25.75,16,1845,,Interesses_Programacao,Estático,4º Lançamento | Live
5477,2025 | Abril,Sábado,Final de Semana,Leads,2025-04-12,topfunnel_broad_tech_video_v2,99.58,52,5345,3,Broad_Tecnologia,Video,4º Lançamento | Leads
1326,2025 | Abril,Domingo,Final de Semana,Leads,2025-04-13,topfunnel_broad_tech_video_v1,116.92,94,6511,17,Broad_Tecnologia,Video,4º Lançamento | Leads
1752,2025 | Abril,Domingo,Final de Semana,Awareness,2025-04-13,midfunnel_rmkt_60d_estatico_v1,0.00,,0,,Remarketing_60dias,Estático,4º Lançamento | Live
3405,2025 | Abril,Domingo,Final de Semana,Leads,2025-04-13,midfunnel_rmkt_60d_video_v3,59.54,59,4201,16,Remarketing_60dias,Video,4º Lançamento | Leads
3500,2025 | Abril,Domingo,Final de Semana,Leads,2025-04-13,midfunnel_rmkt_60d_estatico_v2,0.00,,0,,Remarketing_60dias,Estático,4º Lançamento | Leads
4701,2025 | Abril,Domingo,Final de Semana,Leads,2025-04-13,topfunnel_interesses_cloud_video_v3,14.98,19,887,3,Interesses_Cloud,Video,4º Lançamento | Leads
4988,2025 | Abril,Domingo,Final de Semana,Leads,2025-04-13,topfunnel_broad_tech_estatico_v3,21.03,9,1779,,Broad_Tecnologia,Estático,4º Lançamento | Leads
5010,2025 | Abril,Domingo,Final de Semana,Leads,2025-04-13,midfunnel_rmkt_60d_video_v3,33.17,44,1756,9,Remarketing_60dias,Video,4º Lançamento | Leads
5699,2025 | Abril,Domingo,Final de Semana,Awareness,2025-04-13,topfunnel_broad_tech_estatico_v2,78.13,31,4434,1,Broad_Tecnologia,Estático,4º Lançamento | Live
1271,2025 | Abril,Segunda-Feira,Dia útil,Leads,2025-04-14,topfunnel_interesses_cloud_estatico_v1,104.91,69,5315,18,Interesses_Cloud,Estático,4º Lançamento | Leads
1383,2025 | Abril,Segunda-Feira,Dia útil,Leads,2025-04-14,topfunnel_broad_tech_video_v2,91.88,33,5497,2,Broad_Tecnologia,Video,4º Lançamento | Vendas
1453,2025 | Abril,Segunda-Feira,Dia útil,Leads,2025-04-14,topfunnel_broad_tech_video_v1,55.28,62,3137,10,Broad_Tecnologia,Video,4º Lançamento | Leads
1575,2025 | Abril,Segunda-Feira,Dia útil,Awareness,2025-04-14,topfunnel_broad_tech_estatico_v1,89.18,140,8140,20,Broad_Tecnologia,Estático,4º Lançamento | Live
1777,2025 | Abril,Segunda-Feira,Dia útil,Awareness,2025-04-14,topfunnel_broad_tech_video_v2,28.18,19,1645,1,Broad_Tecnologia,Video,4º Lançamento | Live
2521,2025 | Abril,Segunda-Feira,Dia útil,Leads,2025-04-14,topfunnel_interesses_programacao_video_v1,81.02,70,6571,10,Interesses_Programacao,Video,4º Lançamento | Leads
2579,2025 | Abril,Segunda-Feira,Dia útil,Leads,2025-04-14,topfunnel_broad_tech_video_v1,56.75,87,6982,18,Broad_Tecnologia,Video,4º Lançamento | Leads
2900,2025 | Abril,Segunda-Feira,Dia útil,Leads,2025-04-14,topfunnel_broad_tech_video_v1,22.05,29,1631,1,Broad_Tecnologia,Video,4º Lançamento | Leads
2955,2025 | Abril,Segunda-Feira,Dia útil,Leads,2025-04-14,topfunnel_lal1_clientes_estatico_v2,16.61,11,1037,2,LookALike_Clientes_1,Estático,4º Lançamento | Leads
3056,2025 | Abril,Segunda-Feira,Dia útil,Leads,2025-04-14,midfunnel_rmkt_60d_video_v2,101.33,261,9285,36,Remarketing_60dias,Video,4º Lançamento | Leads
3778,2025 | Abril,Segunda-Feira,Dia útil,Leads,2025-04-14,topfunnel_interesses_programacao_video_v3,0.00,,0,,Interesses_Programacao,Video,4º Lançamento | Vendas
3780,2025 | Abril,Segunda-Feira,Dia útil,Leads,2025-04-14,topfunnel_broad_tech_estatico_v1,8.73,9,746,1,Broad_Tecnologia,Estático,4º Lançamento | Vendas
4067,2025 | Abril,Segunda-Feira,Dia útil,Awareness,2025-04-14,topfunnel_interesses_cloud_video_v2,14.23,15,2133,1,Interesses_Cloud,Video,4º Lançamento | Live
4149,2025 | Abril,Segunda-Feira,Dia útil,Leads,2025-04-14,topfunnel_interesses_cloud_estatico_v3,119.25,158,8733,42,Interesses_Cloud,Estático,4º Lançamento | Leads
4253,2025 | Abril,Segunda-Feira,Dia útil,Leads,2025-04-14,topfunnel_lal1_clientes_video_v2,64.97,82,3932,14,LookALike_Clientes_1,Video,4º Lançamento | Leads
4593,2025 | Abril,Segunda-Feira,Dia útil,Leads,2025-04-14,topfunnel_interesses_cloud_video_v1,8.31,4,399,1,Interesses_Cloud,Video,4º Lançamento | Leads
5283,2025 | Abril,Segunda-Feira,Dia útil,Leads,2025-04-14,topfunnel_interesses_cloud_estatico_v1,76.90,104,5362,8,Interesses_Cloud,Estático,4º Lançamento | Vendas
5340,2025 | Abril,Segunda-Feira,Dia útil,Leads,2025-04-14,topfunnel_lal1_clientes_estatico_v3,61.26,22,3700,2,LookALike_Clientes_1,Estático,4º Lançamento | Vendas
1114,2025 | Abril,Terça-Feira,Dia útil,Leads,2025-04-15,topfunnel_interesses_programacao_estatico_v2,24.75,14,1485,1,Interesses_Programacao,Estático,4º Lançamento | Leads
1888,2025 | Abril,Terça-Feira,Dia útil,Leads,2025-04-15,midfunnel_rmkt_60d_video_v2,19.81,9,937,1,Remarketing_60dias,Video,4º Lançamento | Leads
2148,2025 | Abril,Terça-Feira,Dia útil,Leads,2025-04-15,midfunnel_rmkt_60d_video_v2,5.60,7,285,,Remarketing_60dias,Video,4º Lançamento | Leads
2475,2025 | Abril,Terça-Feira,Dia útil,Leads,2025-04-15,topfunnel_interesses_cloud_video_v2,12.23,7,856,,Interesses_Cloud,Video,4º Lançamento | Leads
2671,2025 | Abril,Terça-Feira,Dia útil,Awareness,2025-04-15,topfunnel_lal1_clientes_video_v1,0.00,,0,,LookALike_Clientes_1,Video,4º Lançamento | Live
2863,2025 | Abril,Terça-Feira,Dia útil,Leads,2025-04-15,midfunnel_rmkt_60d_estatico_v1,87.61,153,7628,31,Remarketing_60dias,Estático,4º Lançamento | Leads
2890,2025 | Abril,Terça-Feira,Dia útil,Leads,2025-04-15,topfunnel_interesses_cloud_estatico_v2,33.00,19,2795,3,Interesses_Cloud,Estático,4º Lançamento | Leads
3259,2025 | Abril,Terça-Feira,Dia útil,Leads,2025-04-15,midfunnel_rmkt_60d_estatico_v2,20.14,34,1680,6,Remarketing_60dias,Estático,4º Lançamento | Vendas
3335,2025 | Abril,Terça-Feira,Dia útil,Leads,2025-04-15,topfunnel_cargos_tech_estatico_v2,36.08,19,1693,3,Cargos_Tecnologia,Estático,4º Lançamento | Vendas
3372,2025 | Abril,Terça-Feira,Dia útil,Leads,2025-04-15,midfunnel_rmkt_60d_video_v2,0.00,,0,,Remarketing_60dias,Video,4º Lançamento | Vendas
3662,2025 | Abril,Terça-Feira,Dia útil,Leads,2025-04-15,topfunnel_lal1_clientes_video_v3,40.67,27,2307,3,LookALike_Clientes_1,Video,4º Lançamento | Leads
4160,2025 | Abril,Terça-Feira,Dia útil,Leads,2025-04-15,topfunnel_broad_tech_video_v2,19.94,6,1155,,Broad_Tecnologia,Video,4º Lançamento | Leads
5416,2025 | Abril,Terça-Feira,Dia útil,Awareness,2025-04-15,topfunnel_broad_tech_estatico_v3,37.63,13,2281,,Broad_Tecnologia,Estático,4º Lançamento | Live
1094,2025 | Abril,Quarta-Feira,Dia útil,Leads,2025-04-16,topfunnel_interesses_cloud_estatico_v2,4.52,2,366,,Interesses_Cloud,Estático,4º Lançamento | Leads
1372,2025 | Abril,Quarta-Feira,Dia útil,Leads,2025-04-16,topfunnel_broad_tech_video_v1,11.46,14,723,1,Broad_Tecnologia,Video,4º Lançamento | Leads
1555,2025 | Abril,Quarta-Feira,Dia útil,Leads,2025-04-16,topfunnel_interesses_cloud_estatico_v2,0.00,,0,,Interesses_Cloud,Estático,4º Lançamento | Leads
1906,2025 | Abril,Quarta-Feira,Dia útil,Leads,2025-04-16,topfunnel_interesses_cloud_estatico_v2,10.09,13,514,,Interesses_Cloud,Estático,4º Lançamento | Leads
2067,2025 | Abril,Quarta-Feira,Dia útil,Leads,2025-04-16,midfunnel_rmkt_60d_video_v1,4.12,2,224,,Remarketing_60dias,Video,4º Lançamento | Leads
2287,2025 | Abril,Quarta-Feira,Dia útil,Leads,2025-04-16,topfunnel_broad_tech_estatico_v2,47.17,76,5344,6,Broad_Tecnologia,Estático,4º Lançamento | Vendas
2498,2025 | Abril,Quarta-Feira,Dia útil,Leads,2025-04-16,topfunnel_interesses_programacao_estatico_v2,2.46,3,143,,Interesses_Programacao,Estático,4º Lançamento | Vendas
2933,2025 | Abril,Quarta-Feira,Dia útil,Leads,2025-04-16,topfunnel_cargos_tech_video_v3,23.53,45,1847,8,Cargos_Tecnologia,Video,4º Lançamento | Leads
3741,2025 | Abril,Quarta-Feira,Dia útil,Leads,2025-04-16,topfunnel_broad_tech_video_v1,0.00,,0,,Broad_Tecnologia,Video,4º Lançamento | Leads
4414,2025 | Abril,Quarta-Feira,Dia útil,Leads,2025-04-16,midfunnel_rmkt_60d_estatico_v2,44.55,42,5288,8,Remarketing_60dias,Estático,4º Lançamento | Leads
4596,2025 | Abril,Quarta-Feira,Dia útil,Leads,2025-04-16,topfunnel_cargos_tech_video_v1,52.78,64,2942,11,Cargos_Tecnologia,Video,4º Lançamento | Leads
4607,2025 | Abril,Quarta-Feira,Dia útil,Awareness,2025-04-16,topfunnel_interesses_cloud_video_v1,68.69,118,7337,7,Interesses_Cloud,Video,4º Lançamento | Live
4812,2025 | Abril,Quarta-Feira,Dia útil,Leads,2025-04-16,midfunnel_rmkt_60d_video_v3,30.02,37,1819,9,Remarketing_60dias,Video,4º Lançamento | Leads
5385,2025 | Abril,Quarta-Feira,Dia útil,Leads,2025-04-16,topfunnel_cargos_tech_video_v1,29.26,23,3594,1,Cargos_Tecnologia,Video,4º Lançamento | Leads
5770,2025 | Abril,Quarta-Feira,Dia útil,Leads,2025-04-16,topfunnel_interesses_cloud_video_v3,59.56,88,4041,13,Interesses_Cloud,Video,4º Lançamento | Leads
1403,2025 | Abril,Quinta-Feira,Dia útil,Leads,2025-04-17,topfunnel_broad_tech_video_v1,58.92,78,5548,13,Broad_Tecnologia,Video,4º Lançamento | Leads
2623,2025 | Abril,Quinta-Feira,Dia útil,Leads,2025-04-17,topfunnel_broad_tech_video_v1,6.75,11,446,,Broad_Tecnologia,Video,4º Lançamento | Vendas
2675,2025 | Abril,Quinta-Feira,Dia útil,Awareness,2025-04-17,midfunnel_rmkt_60d_video_v3,18.80,9,1170,,Remarketing_60dias,Video,4º Lançamento | Live
2984,2025 | Abril,Quinta-Feira,Dia útil,Leads,2025-04-17,topfunnel_interesses_programacao_estatico_v3,38.45,64,4034,10,Interesses_Programacao,Estático,4º Lançamento | Leads
4063,2025 | Abril,Quinta-Feira,Dia útil,Awareness,2025-04-17,topfunnel_interesses_cloud_video_v1,63.32,85,5075,2,Interesses_Cloud,Video,4º Lançamento | Live
4569,2025 | Abril,Quinta-Feira,Dia útil,Leads,2025-04-17,topfunnel_lal1_clientes_estatico_v1,14.49,11,725,,LookALike_Clientes_1,Estático,4º Lançamento | Leads
4637,2025 | Abril,Quinta-Feira,Dia útil,Leads,2025-04-17,topfunnel_interesses_programacao_video_v1,35.92,71,4454,12,Interesses_Programacao,Video,4º Lançamento | Leads
4694,2025 | Abril,Quinta-Feira,Dia útil,Leads,2025-04-17,topfunnel_broad_tech_video_v1,56.36,105,4339,10,Broad_Tecnologia,Video,4º Lançamento | Leads
4714,2025 | Abril,Quinta-Feira,Dia útil,Leads,2025-04-17,midfunnel_rmkt_60d_estatico_v2,48.91,40,2673,3,Remarketing_60dias,Estático,4º Lançamento | Leads
4832,2025 | Abril,Quinta-Feira,Dia útil,Leads,2025-04-17,topfunnel_lal1_clientes_video_v1,36.32,19,1635,,LookALike_Clientes_1,Video,4º Lançamento | Leads
1015,2025 | Abril,Sexta-Feira,Dia útil,Leads,2025-04-18,topfunnel_broad_tech_estatico_v2,14.21,12,903,1,Broad_Tecnologia,Estático,4º Lançamento | Leads
1770,2025 | Abril,Sexta-Feira,Dia útil,Leads,2025-04-18,topfunnel_broad_tech_estatico_v3,55.61,32,5454,3,Broad_Tecnologia,Estático,4º Lançamento | Vendas
1950,2025 | Abril,Sexta-Feira,Dia útil,Leads,2025-04-18,topfunnel_broad_tech_video_v1,155.31,93,6743,10,Broad_Tecnologia,Video,4º Lançamento | Vendas
2456,2025 | Abril,Sexta-Feira,Dia útil,Leads,2025-04-18,topfunnel_interesses_programacao_estatico_v1,7.35,7,571,,Interesses_Programacao,Estático,4º Lançamento | Vendas
2685,2025 | Abril,Sexta-Feira,Dia útil,Leads,2025-04-18,topfunnel_broad_tech_estatico_v1,36.42,24,2024,1,Broad_Tecnologia,Estático,4º Lançamento | Leads
3156,2025 | Abril,Sexta-Feira,Dia útil,Leads,2025-04-18,topfunnel_interesses_programacao_video_v3,51.10,68,4175,13,Interesses_Programacao,Video,4º Lançamento | Leads
3260,2025 | Abril,Sexta-Feira,Dia útil,Leads,2025-04-18,midfunnel_rmkt_60d_video_v2,53.98,134,5564,44,Remarketing_60dias,Video,4º Lançamento | Leads
3539,2025 | Abril,Sexta-Feira,Dia útil,Leads,2025-04-18,topfunnel_lal1_clientes_estatico_v1,12.79,11,789,2,LookALike_Clientes_1,Estático,4º Lançamento | Leads
3743,2025 | Abril,Sexta-Feira,Dia útil,Leads,2025-04-18,topfunnel_interesses_cloud_video_v3,41.26,16,2766,,Interesses_Cloud,Video,4º Lançamento | Vendas
4532,2025 | Abril,Sexta-Feira,Dia útil,Leads,2025-04-18,topfunnel_lal1_clientes_video_v1,93.90,73,4788,18,LookALike_Clientes_1,Video,4º Lançamento | Leads
4580,2025 | Abril,Sexta-Feira,Dia útil,Leads,2025-04-18,topfunnel_lal1_clientes_estatico_v2,82.77,82,4776,5,LookALike_Clientes_1,Estático,4º Lançamento | Leads
4900,2025 | Abril,Sexta-Feira,Dia útil,Leads,2025-04-18,midfunnel_rmkt_60d_video_v1,3.71,4,222,1,Remarketing_60dias,Video,4º Lançamento | Leads
5038,2025 | Abril,Sexta-Feira,Dia útil,Leads,2025-04-18,topfunnel_lal1_clientes_video_v2,0.00,,0,,LookALike_Clientes_1,Video,4º Lançamento | Leads
5218,2025 | Abril,Sexta-Feira,Dia útil,Leads,2025-04-18,topfunnel_lal1_clientes_estatico_v1,47.27,32,3208,1,LookALike_Clientes_1,Estático,4º Lançamento | Leads
5564,2025 | Abril,Sexta-Feira,Dia útil,Leads,2025-04-18,midfunnel_rmkt_60d_estatico_v2,74.00,107,3887,22,Remarketing_60dias,Estático,4º Lançamento | Leads
1562,2025 | Abril,Sábado,Final de Semana,Awareness,2025-04-19,topfunnel_cargos_tech_video_v1,12.76,25,1133,2,Cargos_Tecnologia,Video,4º Lançamento | Live
1671,2025 | Abril,Sábado,Final de Semana,Leads,2025-04-19,topfunnel_lal1_clientes_video_v1,106.62,69,5151,6,LookALike_Clientes_1,Video,4º Lançamento | Leads
1745,2025 | Abril,Sábado,Final de Semana,Leads,2025-04-19,topfunnel_cargos_tech_video_v1,20.45,24,1027,1,Cargos_Tecnologia,Video,4º Lançamento | Leads
1793,2025 | Abril,Sábado,Final de Semana,Leads,2025-04-19,topfunnel_interesses_cloud_video_v1,46.05,14,2337,3,Interesses_Cloud,Video,4º Lançamento | Leads
1935,2025 | Abril,Sábado,Final de Semana,Leads,2025-04-19,topfunnel_broad_tech_estatico_v2,38.16,53,2686,5,Broad_Tecnologia,Estático,4º Lançamento | Vendas
2369,2025 | Abril,Sábado,Final de Semana,Leads,2025-04-19,topfunnel_interesses_cloud_estatico_v3,11.44,7,697,2,Interesses_Cloud,Estático,4º Lançamento | Leads
2405,2025 | Abril,Sábado,Final de Semana,Leads,2025-04-19,topfunnel_lal1_clientes_video_v1,68.32,62,3897,14,LookALike_Clientes_1,Video,4º Lançamento | Vendas
2490,2025 | Abril,Sábado,Final de Semana,Leads,2025-04-19,midfunnel_rmkt_60d_estatico_v1,74.98,97,5776,28,Remarketing_60dias,Estático,4º Lançamento | Leads
2611,2025 | Abril,Sábado,Final de Semana,Leads,2025-04-19,midfunnel_rmkt_60d_video_v1,122.20,140,8713,33,Remarketing_60dias,Video,4º Lançamento | Leads
2811,2025 | Abril,Sábado,Final de Semana,Leads,2025-04-19,midfunnel_rmkt_60d_estatico_v3,16.93,12,956,,Remarketing_60dias,Estático,4º Lançamento | Vendas
3042,2025 | Abril,Sábado,Final de Semana,Leads,2025-04-19,topfunnel_interesses_cloud_video_v1,20.97,13,1126,1,Interesses_Cloud,Video,4º Lançamento | Leads
3249,2025 | Abril,Sábado,Final de Semana,Leads,2025-04-19,topfunnel_broad_tech_estatico_v1,21.43,29,1476,4,Broad_Tecnologia,Estático,4º Lançamento | Leads
3475,2025 | Abril,Sábado,Final de Semana,Awareness,2025-04-19,topfunnel_broad_tech_estatico_v3,28.39,5,1591,1,Broad_Tecnologia,Estático,4º Lançamento | Live
3518,2025 | Abril,Sábado,Final de Semana,Leads,2025-04-19,topfunnel_broad_tech_estatico_v3,0.00,,0,,Broad_Tecnologia,Estático,4º Lançamento | Leads
4108,2025 | Abril,Sábado,Final de Semana,Leads,2025-04-19,topfunnel_interesses_programacao_estatico_v2,40.59,33,3009,2,Interesses_Programacao,Estático,4º Lançamento | Vendas
4301,2025 | Abril,Sábado,Final de Semana,Leads,2025-04-19,topfunnel_cargos_tech_video_v2,20.35,30,1267,8,Cargos_Tecnologia,Video,4º Lançamento | Leads
4935,2025 | Abril,Sábado,Final de Semana,Leads,2025-04-19,topfunnel_broad_tech_estatico_v1,0.00,,0,,Broad_Tecnologia,Estático,4º Lançamento | Leads
5343,2025 | Abril,Sábado,Final de Semana,Leads,2025-04-19,topfunnel_lal1_clientes_video_v2,7.34,3,345,,LookALike_Clientes_1,Video,4º Lançamento | Leads
5500,2025 | Abril,Sábado,Final de Semana,Leads,2025-04-19,topfunnel_interesses_programacao_video_v3,46.11,17,3519,4,Interesses_Programacao,Video,4º Lançamento | Leads
1076,2025 | Abril,Domingo,Final de Semana,Leads,2025-04-20,midfunnel_rmkt_60d_estatico_v2,4.21,3,237,,Remarketing_60dias,Estático,4º Lançamento | Leads
1098,2025 | Abril,Domingo,Final de Semana,Leads,2025-04-20,topfunnel_cargos_tech_estatico_v2,25.71,10,1609,1,Cargos_Tecnologia,Estático,4º Lançamento | Vendas
1143,2025 | Abril,Domingo,Final de Semana,Leads,2025-04-20,topfunnel_interesses_programacao_video_v2,54.52,64,4061,16,Interesses_Programacao,Video,4º Lançamento | Leads
1822,2025 | Abril,Domingo,Final de Semana,Leads,2025-04-20,topfunnel_broad_tech_video_v2,22.37,6,1122,,Broad_Tecnologia,Video,4º Lançamento | Leads
2021,2025 | Abril,Domingo,Final de Semana,Leads,2025-04-20,topfunnel_broad_tech_estatico_v1,52.25,27,3095,4,Broad_Tecnologia,Estático,4º Lançamento | Leads
2198,2025 | Abril,Domingo,Final de Semana,Leads,2025-04-20,midfunnel_rmkt_60d_estatico_v3,32.18,37,2338,6,Remarketing_60dias,Estático,4º Lançamento | Leads
2258,2025 | Abril,Domingo,Final de Semana,Awareness,2025-04-20,topfunnel_lal1_clientes_estatico_v1,66.65,22,4041,3,LookALike_Clientes_1,Estático,4º Lançamento | Live
2412,2025 | Abril,Domingo,Final de Semana,Awareness,2025-04-20,topfunnel_cargos_tech_video_v2,29.15,9,2352,1,Cargos_Tecnologia,Video,4º Lançamento | Live
2603,2025 | Abril,Domingo,Final de Semana,Leads,2025-04-20,topfunnel_interesses_programacao_estatico_v2,106.52,115,6070,7,Interesses_Programacao,Estático,4º Lançamento | Leads
2903,2025 | Abril,Domingo,Final de Semana,Awareness,2025-04-20,midfunnel_rmkt_60d_video_v3,20.95,22,1220,2,Remarketing_60dias,Video,4º Lançamento | Live
3076,2025 | Abril,Domingo,Final de Semana,Awareness,2025-04-20,midfunnel_rmkt_60d_video_v2,5.08,3,452,,Remarketing_60dias,Video,4º Lançamento | Live
3201,2025 | Abril,Domingo,Final de Semana,Leads,2025-04-20,topfunnel_cargos_tech_video_v1,26.18,68,2974,10,Cargos_Tecnologia,Video,4º Lançamento | Vendas
3376,2025 | Abril,Domingo,Final de Semana,Leads,2025-04-20,topfunnel_lal1_clientes_video_v1,7.38,18,820,1,LookALike_Clientes_1,Video,4º Lançamento | Leads
3947,2025 | Abril,Domingo,Final de Semana,Leads,2025-04-20,topfunnel_cargos_tech_video_v2,9.03,10,844,2,Cargos_Tecnologia,Video,4º Lançamento | Leads
4269,2025 | Abril,Domingo,Final de Semana,Leads,2025-04-20,topfunnel_broad_tech_video_v2,40.41,42,3276,10,Broad_Tecnologia,Video,4º Lançamento | Leads
4361,2025 | Abril,Domingo,Final de Semana,Leads,2025-04-20,topfunnel_broad_tech_estatico_v3,50.99,40,2978,10,Broad_Tecnologia,Estático,4º Lançamento | Leads
4799,2025 | Abril,Domingo,Final de Semana,Leads,2025-04-20,topfunnel_interesses_cloud_video_v1,42.86,9,1434,,Interesses_Cloud,Video,4º Lançamento | Leads
4902,2025 | Abril,Domingo,Final de Semana,Leads,2025-04-20,topfunnel_interesses_cloud_estatico_v2,53.56,15,3472,,Interesses_Cloud,Estático,4º Lançamento | Leads
5076,2025 | Abril,Domingo,Final de Semana,Leads,2025-04-20,topfunnel_cargos_tech_video_v1,37.13,33,1391,3,Cargos_Tecnologia,Video,4º Lançamento | Leads
5405,2025 | Abril,Domingo,Final de Semana,Leads,2025-04-20,topfunnel_broad_tech_estatico_v1,149.65,83,7882,12,Broad_Tecnologia,Estático,4º Lançamento | Leads
1219,2025 | Abril,Segunda-Feira,Dia útil,Leads,2025-04-21,topfunnel_cargos_tech_estatico_v2,79.88,83,4457,17,Cargos_Tecnologia,Estático,4º Lançamento | Leads
1263,2025 | Abril,Segunda-Feira,Dia útil,Leads,2025-04-21,midfunnel_rmkt_60d_video_v3,4.64,8,518,2,Remarketing_60dias,Video,4º Lançamento | Vendas
1314,2025 | Abril,Segunda-Feira,Dia útil,Leads,2025-04-21,topfunnel_interesses_programacao_video_v2,103.15,95,6540,24,Interesses_Programacao,Video,4º Lançamento | Leads
1384,2025 | Abril,Segunda-Feira,Dia útil,Leads,2025-04-21,topfunnel_lal1_clientes_video_v1,47.07,34,2420,4,LookALike_Clientes_1,Video,4º Lançamento | Vendas
2025,2025 | Abril,Segunda-Feira,Dia útil,Awareness,2025-04-21,topfunnel_broad_tech_estatico_v2,110.09,36,9242,1,Broad_Tecnologia,Estático,4º Lançamento | Live
3358,2025 | Abril,Segunda-Feira,Dia útil,Leads,2025-04-21,midfunnel_rmkt_60d_estatico_v1,18.77,9,967,3,Remarketing_60dias,Estático,4º Lançamento | Leads
3383,2025 | Abril,Segunda-Feira,Dia útil,Leads,2025-04-21,topfunnel_interesses_cloud_video_v2,62.48,99,5567,21,Interesses_Cloud,Video,4º Lançamento | Leads
4413,2025 | Abril,Segunda-Feira,Dia útil,Awareness,2025-04-21,midfunnel_rmkt_60d_video_v3,29.67,36,2882,6,Remarketing_60dias,Video,4º Lançamento | Live
4661,2025 | Abril,Segunda-Feira,Dia útil,Leads,2025-04-21,topfunnel_cargos_tech_estatico_v1,86.54,94,4499,10,Cargos_Tecnologia,Estático,4º Lançamento | Leads
5267,2025 | Abril,Segunda-Feira,Dia útil,Leads,2025-04-21,topfunnel_cargos_tech_video_v2,35.69,51,2070,8,Cargos_Tecnologia,Video,4º Lançamento | Leads
1246,2025 | Abril,Terça-Feira,Dia útil,Awareness,2025-04-22,topfunnel_interesses_programacao_video_v1,8.85,6,606,,Interesses_Programacao,Video,4º Lançamento | Live
1417,2025 | Abril,Terça-Feira,Dia útil,Leads,2025-04-22,midfunnel_rmkt_60d_video_v1,155.43,161,9182,26,Remarketing_60dias,Video,4º Lançamento | Vendas
1982,2025 | Abril,Terça-Feira,Dia útil,Leads,2025-04-22,topfunnel_cargos_tech_estatico_v2,18.43,14,758,1,Cargos_Tecnologia,Estático,4º Lançamento | Leads
2519,2025 | Abril,Terça-Feira,Dia útil,Leads,2025-04-22,topfunnel_broad_tech_video_v3,26.55,12,1265,,Broad_Tecnologia,Video,4º Lançamento | Vendas
2527,2025 | Abril,Terça-Feira,Dia útil,Leads,2025-04-22,topfunnel_broad_tech_estatico_v1,9.06,9,808,2,Broad_Tecnologia,Estático,4º Lançamento | Leads
3378,2025 | Abril,Terça-Feira,Dia útil,Leads,2025-04-22,topfunnel_lal1_clientes_video_v1,4.17,2,247,1,LookALike_Clientes_1,Video,4º Lançamento | Leads
3455,2025 | Abril,Terça-Feira,Dia útil,Leads,2025-04-22,topfunnel_interesses_programacao_video_v2,50.70,47,2746,8,Interesses_Programacao,Video,4º Lançamento | Leads
3706,2025 | Abril,Terça-Feira,Dia útil,Leads,2025-04-22,topfunnel_broad_tech_video_v1,52.61,48,2633,4,Broad_Tecnologia,Video,4º Lançamento | Leads
3783,2025 | Abril,Terça-Feira,Dia útil,Leads,2025-04-22,topfunnel_broad_tech_video_v2,41.19,10,1828,,Broad_Tecnologia,Video,4º Lançamento | Leads
3835,2025 | Abril,Terça-Feira,Dia útil,Leads,2025-04-22,topfunnel_interesses_cloud_estatico_v1,95.12,67,5709,12,Interesses_Cloud,Estático,4º Lançamento | Vendas
4385,2025 | Abril,Terça-Feira,Dia útil,Awareness,2025-04-22,midfunnel_rmkt_60d_estatico_v1,43.09,61,3605,9,Remarketing_60dias,Estático,4º Lançamento | Live
4492,2025 | Abril,Terça-Feira,Dia útil,Leads,2025-04-22,topfunnel_interesses_cloud_estatico_v2,54.68,30,3475,2,Interesses_Cloud,Estático,4º Lançamento | Leads
4779,2025 | Abril,Terça-Feira,Dia útil,Awareness,2025-04-22,midfunnel_rmkt_60d_video_v3,16.62,14,1110,1,Remarketing_60dias,Video,4º Lançamento | Live
4780,2025 | Abril,Terça-Feira,Dia útil,Awareness,2025-04-22,topfunnel_interesses_programacao_estatico_v1,44.76,26,3198,,Interesses_Programacao,Estático,4º Lançamento | Live
5101,2025 | Abril,Terça-Feira,Dia útil,Leads,2025-04-22,topfunnel_broad_tech_estatico_v1,33.37,51,8191,7,Broad_Tecnologia,Estático,4º Lançamento | Leads
5565,2025 | Abril,Terça-Feira,Dia útil,Awareness,2025-04-22,topfunnel_lal1_clientes_video_v1,6.26,6,462,1,LookALike_Clientes_1,Video,4º Lançamento | Live
