Organizador,Ano_Mes,Dia_da_Semana,Tipo_Dia,Objetivo,Date,AdSet_name,Amount_spent,Link_clicks,Impressions,Conversions,Segmentação,Tipo_de_Anúncio,Fase
1409,2025 | Agosto,Domingo,Final de semana,Leads,2025-08-10,midfunnel_engajamento_ig_carrossel_v3,3.55,0,102,0,Engajamento_Instagram,Carrossel,1º Lançamento | Leads
1410,2025 | Dezembro,Quinta-Feira,Dia útil,Vendas,2025-12-25,midfunnel_visitantes_site_carrossel_v2,142.17,56,7424,13,Visitantes_Site,Carrossel,2º Lançamento | Vendas
1411,2025 | Julho,Terça-Feira,Dia útil,Leads,2025-07-15,topfunnel_lal1_compradores_estatico_v1,97.19,149,7449,36,LookALike_Compradores_1,Estático,Campanha Contínua | Leads
1412,2025 | Junho,Domingo,Final de semana,Vendas,2025-06-01,topfunnel_cargos_dados_estatico_v3,159.94,144,3658,29,Cargos_Dados,Estático,1º Lançamento | Vendas
1413,2025 | Outubro,Sábado,Final de semana,Vendas,2025-10-11,topfunnel_cargos_dados_video_v1,3.39,2,112,0,Cargos_Dados,Video,2º Lançamento | Vendas
1414,2025 | Abril,Sexta-Feira,Dia útil,Vendas,2025-04-18,bottomfunnel_visitantes_site_video_v3,153.63,133,11576,25,Visitantes_Site,Video,2º Lançamento | Vendas
1415,2025 | Abril,Quinta-Feira,Dia útil,Leads,2025-04-10,topfunnel_lal1_compradores_carrossel_v2,116.93,344,10921,31,LookALike_Compradores_1,Carrossel,1º Lançamento | Leads
1416,2025 | Outubro,Sábado,Final de semana,Leads,2025-10-25,midfunnel_visitantes_site_estatico_v3,118.85,298,10156,81,Visitantes_Site,Estático,2º Lançamento | Leads
1417,2025 | Setembro,Sábado,Final de semana,Leads,2025-09-06,midfunnel_rmkt_60d_carrossel_v3,103.12,117,2721,7,Remarketing_60dias,Carrossel,2º Lançamento | Leads
1418,2025 | Maio,Quarta-Feira,Dia útil,Vendas,2025-05-07,bottomfunnel_engajamento_ig_estatico_v1,123.13,143,6075,20,Engajamento_Instagram,Estático,2º Lançamento | Vendas
1419,2025 | Setembro,Domingo,Final de semana,Leads,2025-09-07,topfunnel_cargos_dados_carrossel_v3,17.05,35,927,9,Cargos_Dados,Carrossel,1º Lançamento | Leads
1420,2025 | Maio,Quinta-Feira,Dia útil,Vendas,2025-05-15,topfunnel_interesses_dados_carrossel_v1,160.85,121,4078,29,Interesses_Dados,Carrossel,Campanha Contínua | Vendas
1421,2025 | Julho,Domingo,Final de semana,Vendas,2025-07-27,bottomfunnel_rmkt_30d_video_v3,161.18,177,5763,10,Remarketing_30dias,Video,2º Lançamento | Vendas
1422,2025 | Abril,Sexta-Feira,Dia útil,Vendas,2025-04-25,bottomfunnel_rmkt_60d_video_v3,93.1,100,4104,20,Remarketing_60dias,Video,Campanha Contínua | Vendas
1423,2025 | Dezembro,Quarta-Feira,Dia útil,Leads,2025-12-17,topfunnel_cargos_dados_estatico_v1,34.3,24,795,6,Cargos_Dados,Estático,Campanha Contínua | Leads
1424,2025 | Setembro,Sexta-Feira,Dia útil,Vendas,2025-09-05,topfunnel_lal1_compradores_video_v2,43.64,33,2454,6,LookALike_Compradores_1,Video,Campanha Contínua | Vendas
1425,2025 | Julho,Sexta-Feira,Dia útil,Leads,2025-07-04,topfunnel_lal2_leads_video_v1,176.55,290,8831,48,LookALike_Leads_2,Video,2º Lançamento | Leads
1426,2025 | Maio,Quinta-Feira,Dia útil,Leads,2025-05-15,topfunnel_cargos_dados_estatico_v3,69.69,95,2342,3,Cargos_Dados,Estático,2º Lançamento | Leads
1427,2025 | Julho,Sábado,Final de semana,Vendas,2025-07-12,bottomfunnel_rmkt_30d_carrossel_v2,147.56,259,7105,69,Remarketing_30dias,Carrossel,1º Lançamento | Vendas
1428,2025 | Setembro,Domingo,Final de semana,Vendas,2025-09-14,topfunnel_lal2_leads_video_v1,16.18,6,508,33,LookALike_Leads_2,Video,2º Lançamento | Vendas
1429,2025 | Novembro,Quarta-Feira,Dia útil,Vendas,2025-11-05,topfunnel_interesses_dados_carrossel_v1,76.09,32,3763,6,Interesses_Dados,Carrossel,2º Lançamento | Vendas
1430,2025 | Abril,Sexta-Feira,Dia útil,Leads,2025-04-18,midfunnel_engajamento_ig_video_v1,25.2,8,842,1,Engajamento_Instagram,Video,Campanha Contínua | Leads
1431,2025 | Março,Segunda-Feira,Dia útil,Leads,2025-03-17,bottomfunnel_rmkt_60d_video_v3,174.54,221,5524,49,Remarketing_60dias,Video,2º Lançamento | Leads
1432,2025 | Fevereiro,Quinta-Feira,Dia útil,Leads,2025-02-13,topfunnel_lal2_leads_estatico_v1,41.44,17,1786,3,LookALike_Leads_2,Estático,1º Lançamento | Leads
1433,2025 | Novembro,Domingo,Final de semana,Vendas,2025-11-16,bottomfunnel_rmkt_60d_video_v2,108.38,200,10275,11,Remarketing_60dias,Video,1º Lançamento | Vendas
1434,2025 | Abril,Segunda-Feira,Dia útil,Leads,2025-04-14,midfunnel_engajamento_ig_video_v1,86.97,15,2828,3,Engajamento_Instagram,Video,Campanha Contínua | Leads
1435,2025 | Março,Domingo,Final de semana,Leads,2025-03-02,topfunnel_cargos_dados_carrossel_v3,149.39,129,3627,26,Cargos_Dados,Carrossel,Campanha Contínua | Leads
1436,2025 | Agosto,Segunda-Feira,Dia útil,Leads,2025-08-04,topfunnel_lal1_compradores_carrossel_v3,78.64,43,1840,10,LookALike_Compradores_1,Carrossel,2º Lançamento | Leads
1437,2025 | Outubro,Quarta-Feira,Dia útil,Vendas,2025-10-29,topfunnel_interesses_dados_estatico_v1,47.68,54,1312,2,Interesses_Dados,Estático,Campanha Contínua | Vendas
1438,2025 | Outubro,Segunda-Feira,Dia útil,Leads,2025-10-06,midfunnel_rmkt_30d_video_v3,95.25,67,3497,5,Remarketing_30dias,Video,2º Lançamento | Leads
1439,2025 | Julho,Terça-Feira,Dia útil,Leads,2025-07-29,topfunnel_cargos_dados_estatico_v3,106.4,156,6022,27,Cargos_Dados,Estático,Campanha Contínua | Leads
1440,2025 | Maio,Quinta-Feira,Dia útil,Vendas,2025-05-22,bottomfunnel_engajamento_ig_video_v3,141.62,105,5478,18,Engajamento_Instagram,Video,2º Lançamento | Vendas
1441,2025 | Junho,Sábado,Final de semana,Leads,2025-06-07,midfunnel_engajamento_ig_carrossel_v3,23.64,51,1432,14,Engajamento_Instagram,Carrossel,1º Lançamento | Leads
1442,2025 | Abril,Domingo,Final de semana,Leads,2025-04-20,midfunnel_visitantes_site_carrossel_v1,71.57,83,2270,20,Visitantes_Site,Carrossel,2º Lançamento | Leads
1443,2025 | Novembro,Terça-Feira,Dia útil,Leads,2025-11-04,topfunnel_interesses_dados_estatico_v1,68.32,75,2237,21,Interesses_Dados,Estático,2º Lançamento | Leads
1444,2025 | Novembro,Terça-Feira,Dia útil,Vendas,2025-11-11,midfunnel_rmkt_60d_carrossel_v1,116.15,58,4791,11,Remarketing_60dias,Carrossel,Campanha Contínua | Vendas
1445,2025 | Maio,Terça-Feira,Dia útil,Leads,2025-05-27,midfunnel_rmkt_30d_carrossel_v3,8.9,2,528,0,Remarketing_30dias,Carrossel,2º Lançamento | Leads
1446,2025 | Julho,Quinta-Feira,Dia útil,Leads,2025-07-24,midfunnel_engajamento_ig_estatico_v3,5.23,6,153,1,Engajamento_Instagram,Estático,Campanha Contínua | Leads
1447,2025 | Outubro,Terça-Feira,Dia útil,Vendas,2025-10-14,bottomfunnel_visitantes_site_estatico_v1,110.13,305,7246,55,Visitantes_Site,Estático,2º Lançamento | Vendas
1448,2025 | Março,Segunda-Feira,Dia útil,Leads,2025-03-31,topfunnel_interesses_dados_carrossel_v1,91.81,39,4461,6,Interesses_Dados,Carrossel,2º Lançamento | Leads
1449,2025 | Outubro,Sexta-Feira,Dia útil,Vendas,2025-10-03,bottomfunnel_rmkt_60d_carrossel_v2,102.46,98,2807,28,Remarketing_60dias,Carrossel,2º Lançamento | Vendas
1450,2025 | Dezembro,Segunda-Feira,Dia útil,Leads,2025-12-15,topfunnel_lal1_compradores_estatico_v1,48.26,79,2177,6,LookALike_Compradores_1,Estático,Campanha Contínua | Leads
1451,2025 | Abril,Segunda-Feira,Dia útil,Vendas,2025-04-28,midfunnel_engajamento_ig_estatico_v3,150.21,68,8740,14,Engajamento_Instagram,Estático,2º Lançamento | Vendas
1452,2025 | Fevereiro,Sábado,Final de semana,Leads,2025-02-08,topfunnel_cargos_dados_estatico_v2,65.25,23,1587,6,Cargos_Dados,Estático,Campanha Contínua | Leads
1453,2025 | Abril,Terça-Feira,Dia útil,Leads,2025-04-08,midfunnel_rmkt_30d_video_v2,39.2,35,2528,6,Remarketing_30dias,Video,1º Lançamento | Leads
1454,2025 | Fevereiro,Segunda-Feira,Dia útil,Leads,2025-02-24,topfunnel_interesses_dados_carrossel_v3,89.95,426,10909,122,Interesses_Dados,Carrossel,2º Lançamento | Leads
1455,2025 | Julho,Quinta-Feira,Dia útil,Vendas,2025-07-10,topfunnel_lal2_leads_carrossel_v2,89.62,83,2017,8,LookALike_Leads_2,Carrossel,1º Lançamento | Vendas
1456,2025 | Outubro,Quinta-Feira,Dia útil,Leads,2025-10-23,midfunnel_engajamento_ig_estatico_v3,64.14,57,1610,8,Engajamento_Instagram,Estático,1º Lançamento | Leads
1457,2025 | Dezembro,Quarta-Feira,Dia útil,Leads,2025-12-24,midfunnel_visitantes_site_carrossel_v1,122.15,45,5542,5,Visitantes_Site,Carrossel,2º Lançamento | Leads
1458,2025 | Abril,Domingo,Final de semana,Leads,2025-04-06,bottomfunnel_rmkt_30d_estatico_v3,63.4,91,4282,12,Remarketing_30dias,Estático,2º Lançamento | Leads
1459,2025 | Julho,Domingo,Final de semana,Vendas,2025-07-06,midfunnel_rmkt_60d_estatico_v3,25.78,11,879,0,Remarketing_60dias,Estático,2º Lançamento | Vendas
1460,2025 | Maio,Quinta-Feira,Dia útil,Leads,2025-05-01,midfunnel_engajamento_ig_video_v3,29.04,8,768,1,Engajamento_Instagram,Video,Campanha Contínua | Leads
1461,2025 | Setembro,Segunda-Feira,Dia útil,Leads,2025-09-22,bottomfunnel_visitantes_site_estatico_v2,102.28,71,3525,15,Visitantes_Site,Estático,1º Lançamento | Leads
1462,2025 | Abril,Segunda-Feira,Dia útil,Vendas,2025-04-21,topfunnel_lal2_leads_carrossel_v1,82.35,75,4040,13,LookALike_Leads_2,Carrossel,2º Lançamento | Vendas
1463,2025 | Junho,Quinta-Feira,Dia útil,Leads,2025-06-26,topfunnel_interesses_dados_estatico_v3,173.45,311,11291,62,Interesses_Dados,Estático,1º Lançamento | Leads
1464,2025 | Maio,Segunda-Feira,Dia útil,Leads,2025-05-26,topfunnel_lal2_leads_carrossel_v2,160.41,114,7258,22,LookALike_Leads_2,Carrossel,1º Lançamento | Leads
1465,2025 | Março,Quinta-Feira,Dia útil,Vendas,2025-03-27,bottomfunnel_visitantes_site_estatico_v1,16.54,13,798,2,Visitantes_Site,Estático,Campanha Contínua | Vendas
1466,2025 | Maio,Sábado,Final de semana,Leads,2025-05-17,bottomfunnel_engajamento_ig_estatico_v2,135.25,111,4958,7,Engajamento_Instagram,Estático,1º Lançamento | Leads
1467,2025 | Março,Quinta-Feira,Dia útil,Vendas,2025-03-06,midfunnel_rmkt_60d_carrossel_v1,32.13,17,2720,4,Remarketing_60dias,Carrossel,Campanha Contínua | Vendas
1468,2025 | Janeiro,Terça-Feira,Dia útil,Leads,2025-01-28,midfunnel_engajamento_ig_carrossel_v1,49.09,110,3571,29,Engajamento_Instagram,Carrossel,2º Lançamento | Leads
1469,2025 | Abril,Segunda-Feira,Dia útil,Leads,2025-04-28,midfunnel_rmkt_60d_estatico_v1,96.0,36,6707,4,Remarketing_60dias,Estático,2º Lançamento | Leads
1470,2025 | Setembro,Segunda-Feira,Dia útil,Leads,2025-09-01,bottomfunnel_rmkt_60d_carrossel_v1,174.59,58,5163,10,Remarketing_60dias,Carrossel,Campanha Contínua | Leads
1471,2025 | Novembro,Sábado,Final de semana,Vendas,2025-11-22,bottomfunnel_engajamento_ig_carrossel_v2,87.99,41,5364,4,Engajamento_Instagram,Carrossel,2º Lançamento | Vendas
1472,2025 | Maio,Quarta-Feira,Dia útil,Leads,2025-05-14,topfunnel_lal1_compradores_video_v3,147.23,67,3739,10,LookALike_Compradores_1,Video,1º Lançamento | Leads
1473,2025 | Dezembro,Sexta-Feira,Dia útil,Vendas,2025-12-19,topfunnel_lal2_leads_estatico_v1,138.44,105,3689,25,LookALike_Leads_2,Estático,Campanha Contínua | Vendas
1474,2025 | Julho,Sexta-Feira,Dia útil,Leads,2025-07-11,midfunnel_engajamento_ig_estatico_v1,129.4,153,4056,12,Engajamento_Instagram,Estático,1º Lançamento | Leads
1475,2025 | Agosto,Terça-Feira,Dia útil,Vendas,2025-08-05,bottomfunnel_rmkt_60d_estatico_v2,35.87,32,3405,1,Remarketing_60dias,Estático,2º Lançamento | Vendas
1476,2025 | Novembro,Quinta-Feira,Dia útil,Leads,2025-11-13,topfunnel_lal2_leads_video_v2,5.94,15,603,1,LookALike_Leads_2,Video,1º Lançamento | Leads
1477,2025 | Maio,Domingo,Final de semana,Leads,2025-05-25,topfunnel_lal2_leads_carrossel_v1,43.82,78,3227,9,LookALike_Leads_2,Carrossel,2º Lançamento | Leads
1478,2025 | Setembro,Sábado,Final de semana,Vendas,2025-09-13,topfunnel_lal2_leads_carrossel_v1,61.12,67,1558,2,LookALike_Leads_2,Carrossel,2º Lançamento | Vendas
1479,2025 | Fevereiro,Quinta-Feira,Dia útil,Leads,2025-02-06,topfunnel_cargos_dados_video_v2,147.56,34,3818,7,Cargos_Dados,Video,1º Lançamento | Leads
1480,2025 | Julho,Quinta-Feira,Dia útil,Vendas,2025-07-17,topfunnel_lal2_leads_video_v3,179.03,397,11648,18,LookALike_Leads_2,Video,Campanha Contínua | Vendas
1481,2025 | Abril,Quinta-Feira,Dia útil,Leads,2025-04-17,midfunnel_rmkt_60d_estatico_v3,131.76,98,3705,5,Remarketing_60dias,Estático,2º Lançamento | Leads
1482,2025 | Novembro,Domingo,Final de semana,Leads,2025-11-23,midfunnel_visitantes_site_video_v1,44.38,8,1844,1,Visitantes_Site,Video,Campanha Contínua | Leads
1483,2025 | Março,Segunda-Feira,Dia útil,Leads,2025-03-03,midfunnel_rmkt_30d_video_v3,141.57,157,5533,19,Remarketing_30dias,Video,1º Lançamento | Leads
1484,2025 | Maio,Quinta-Feira,Dia útil,Leads,2025-05-08,topfunnel_interesses_dados_carrossel_v3,62.57,50,1426,1,Interesses_Dados,Carrossel,2º Lançamento | Leads
1485,2025 | Novembro,Quinta-Feira,Dia útil,Leads,2025-11-27,topfunnel_interesses_dados_video_v2,43.8,35,988,8,Interesses_Dados,Video,2º Lançamento | Leads
1486,2025 | Abril,Quarta-Feira,Dia útil,Leads,2025-04-09,midfunnel_engajamento_ig_estatico_v2,162.01,136,6241,13,Engajamento_Instagram,Estático,Campanha Contínua | Leads
1487,2025 | Setembro,Segunda-Feira,Dia útil,Leads,2025-09-08,topfunnel_cargos_dados_carrossel_v2,59.95,93,2366,17,Cargos_Dados,Carrossel,Campanha Contínua | Leads
1488,2025 | Março,Segunda-Feira,Dia útil,Leads,2025-03-24,topfunnel_cargos_dados_estatico_v2,147.95,119,5276,28,Cargos_Dados,Estático,Campanha Contínua | Leads
1489,2025 | Julho,Segunda-Feira,Dia útil,Vendas,2025-07-14,topfunnel_lal1_compradores_carrossel_v2,140.24,279,8330,57,LookALike_Compradores_1,Carrossel,Campanha Contínua | Vendas
1490,2025 | Julho,Sexta-Feira,Dia útil,Leads,2025-07-18,topfunnel_lal2_leads_carrossel_v1,111.31,169,5583,8,LookALike_Leads_2,Carrossel,Campanha Contínua | Leads
1491,2025 | Dezembro,Quinta-Feira,Dia útil,Leads,2025-12-04,topfunnel_cargos_dados_video_v1,38.37,11,1478,1,Cargos_Dados,Video,2º Lançamento | Leads
1492,2025 | Dezembro,Quarta-Feira,Dia útil,Leads,2025-12-03,bottomfunnel_rmkt_60d_video_v1,110.06,436,10361,34,Remarketing_60dias,Video,2º Lançamento | Leads
1493,2025 | Fevereiro,Segunda-Feira,Dia útil,Leads,2025-02-10,topfunnel_lal1_compradores_estatico_v3,134.47,123,3284,29,LookALike_Compradores_1,Estático,1º Lançamento | Leads
1494,2025 | Novembro,Quarta-Feira,Dia útil,Leads,2025-11-12,topfunnel_lal1_compradores_carrossel_v1,150.62,177,13839,29,LookALike_Compradores_1,Carrossel,1º Lançamento | Leads
1495,2025 | Abril,Terça-Feira,Dia útil,Leads,2025-04-29,midfunnel_rmkt_30d_video_v3,113.5,269,7763,36,Remarketing_30dias,Video,1º Lançamento | Leads
1496,2025 | Novembro,Domingo,Final de semana,Leads,2025-11-23,topfunnel_lal2_leads_carrossel_v3,78.31,241,6607,41,LookALike_Leads_2,Carrossel,Campanha Contínua | Leads
1497,2025 | Junho,Domingo,Final de semana,Vendas,2025-06-22,topfunnel_lal2_leads_estatico_v2,100.14,86,2231,11,LookALike_Leads_2,Estático,Campanha Contínua | Vendas
1498,2025 | Agosto,Sábado,Final de semana,Vendas,2025-08-09,midfunnel_visitantes_site_carrossel_v3,99.35,120,4541,27,Visitantes_Site,Carrossel,2º Lançamento | Vendas
1499,2025 | Agosto,Quarta-Feira,Dia útil,Leads,2025-08-20,midfunnel_engajamento_ig_video_v2,108.25,178,3986,18,Engajamento_Instagram,Video,2º Lançamento | Leads
1500,2025 | Abril,Quinta-Feira,Dia útil,Leads,2025-04-24,bottomfunnel_visitantes_site_video_v3,93.25,87,3202,4,Visitantes_Site,Video,2º Lançamento | Leads
1501,2025 | Julho,Quarta-Feira,Dia útil,Leads,2025-07-02,midfunnel_rmkt_60d_estatico_v1,47.98,68,2510,12,Remarketing_60dias,Estático,1º Lançamento | Leads
1502,2025 | Fevereiro,Domingo,Final de semana,Vendas,2025-02-09,topfunnel_lal2_leads_video_v2,149.06,122,4447,33,LookALike_Leads_2,Video,Campanha Contínua | Vendas
1503,2025 | Novembro,Terça-Feira,Dia útil,Leads,2025-11-25,midfunnel_engajamento_ig_video_v2,64.26,35,1680,9,Engajamento_Instagram,Video,1º Lançamento | Leads
1504,2025 | Dezembro,Segunda-Feira,Dia útil,Vendas,2025-12-01,topfunnel_lal1_compradores_carrossel_v3,70.39,20,3651,3,LookALike_Compradores_1,Carrossel,1º Lançamento | Vendas
1505,2025 | Junho,Terça-Feira,Dia útil,Leads,2025-06-17,midfunnel_rmkt_30d_video_v3,132.36,130,5873,24,Remarketing_30dias,Video,Campanha Contínua | Leads
1506,2025 | Fevereiro,Domingo,Final de semana,Leads,2025-02-16,midfunnel_rmkt_60d_estatico_v1,62.17,83,2427,14,Remarketing_60dias,Estático,2º Lançamento | Leads
1507,2025 | Fevereiro,Quinta-Feira,Dia útil,Leads,2025-02-13,midfunnel_engajamento_ig_carrossel_v1,87.86,115,5731,20,Engajamento_Instagram,Carrossel,Campanha Contínua | Leads
1508,2025 | Novembro,Quarta-Feira,Dia útil,Vendas,2025-11-12,midfunnel_rmkt_30d_video_v2,140.38,294,7030,13,Remarketing_30dias,Video,Campanha Contínua | Vendas
1509,2025 | Julho,Quinta-Feira,Dia útil,Leads,2025-07-31,bottomfunnel_visitantes_site_video_v2,107.91,200,12130,59,Visitantes_Site,Video,Campanha Contínua | Leads
1510,2025 | Agosto,Sexta-Feira,Dia útil,Vendas,2025-08-15,topfunnel_lal2_leads_video_v1,37.94,60,1737,15,LookALike_Leads_2,Video,1º Lançamento | Vendas
1511,2025 | Janeiro,Terça-Feira,Dia útil,Leads,2025-01-28,topfunnel_cargos_dados_estatico_v1,63.43,27,1679,4,Cargos_Dados,Estático,2º Lançamento | Leads
1512,2025 | Abril,Sexta-Feira,Dia útil,Vendas,2025-04-18,bottomfunnel_rmkt_30d_video_v3,88.24,24,2520,5,Remarketing_30dias,Video,1º Lançamento | Vendas
1513,2025 | Julho,Sábado,Final de semana,Leads,2025-07-12,topfunnel_lal1_compradores_estatico_v1,13.17,27,853,2,LookALike_Compradores_1,Estático,2º Lançamento | Leads
1514,2025 | Dezembro,Terça-Feira,Dia útil,Vendas,2025-12-02,topfunnel_interesses_dados_estatico_v3,50.66,39,1281,10,Interesses_Dados,Estático,1º Lançamento | Vendas
1515,2025 | Maio,Sexta-Feira,Dia útil,Vendas,2025-05-30,bottomfunnel_engajamento_ig_video_v3,175.85,254,15048,66,Engajamento_Instagram,Video,Campanha Contínua | Vendas
1516,2025 | Fevereiro,Sábado,Final de semana,Leads,2025-02-15,topfunnel_lal2_leads_carrossel_v3,6.31,9,367,1,LookALike_Leads_2,Carrossel,2º Lançamento | Leads
1517,2025 | Março,Sábado,Final de semana,Leads,2025-03-22,bottomfunnel_visitantes_site_estatico_v1,179.29,62,4055,2,Visitantes_Site,Estático,2º Lançamento | Leads
1518,2025 | Julho,Sexta-Feira,Dia útil,Vendas,2025-07-18,topfunnel_lal1_compradores_carrossel_v2,42.54,41,2060,2,LookALike_Compradores_1,Carrossel,Campanha Contínua | Vendas
1519,2025 | Julho,Terça-Feira,Dia útil,Leads,2025-07-15,midfunnel_rmkt_30d_estatico_v3,29.61,27,674,3,Remarketing_30dias,Estático,Campanha Contínua | Leads
1520,2025 | Março,Domingo,Final de semana,Leads,2025-03-09,topfunnel_cargos_dados_carrossel_v3,123.92,77,8002,16,Cargos_Dados,Carrossel,Campanha Contínua | Leads
1521,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-11,topfunnel_cargos_dados_carrossel_v3,165.29,224,8370,63,Cargos_Dados,Carrossel,1º Lançamento | Leads
1522,2025 | Abril,Sábado,Final de semana,Leads,2025-04-05,topfunnel_cargos_dados_carrossel_v1,138.36,71,3410,9,Cargos_Dados,Carrossel,2º Lançamento | Leads
1523,2025 | Novembro,Domingo,Final de semana,Vendas,2025-11-23,midfunnel_rmkt_60d_video_v1,25.85,128,2882,24,Remarketing_60dias,Video,Campanha Contínua | Vendas
1524,2025 | Outubro,Sábado,Final de semana,Leads,2025-10-18,midfunnel_rmkt_30d_video_v2,16.61,4,450,1,Remarketing_30dias,Video,2º Lançamento | Leads
1525,2025 | Dezembro,Quarta-Feira,Dia útil,Vendas,2025-12-31,topfunnel_cargos_dados_estatico_v2,86.61,81,6159,10,Cargos_Dados,Estático,1º Lançamento | Vendas
1526,2025 | Maio,Segunda-Feira,Dia útil,Vendas,2025-05-19,midfunnel_rmkt_30d_carrossel_v1,14.24,14,336,3,Remarketing_30dias,Carrossel,2º Lançamento | Vendas
1527,2025 | Dezembro,Sexta-Feira,Dia útil,Leads,2025-12-19,topfunnel_lal2_leads_video_v2,74.36,265,7788,33,LookALike_Leads_2,Video,2º Lançamento | Leads
1528,2025 | Julho,Segunda-Feira,Dia útil,Leads,2025-07-21,topfunnel_lal1_compradores_carrossel_v1,82.66,12,2141,3,LookALike_Compradores_1,Carrossel,Campanha Contínua | Leads
1529,2025 | Outubro,Sexta-Feira,Dia útil,Leads,2025-10-03,topfunnel_lal1_compradores_carrossel_v2,94.11,18,3003,1,LookALike_Compradores_1,Carrossel,2º Lançamento | Leads
1530,2025 | Junho,Quinta-Feira,Dia útil,Vendas,2025-06-05,midfunnel_rmkt_60d_estatico_v2,54.76,42,1303,11,Remarketing_60dias,Estático,2º Lançamento | Vendas
1531,2025 | Novembro,Quinta-Feira,Dia útil,Leads,2025-11-27,topfunnel_interesses_dados_video_v3,168.97,47,5005,6,Interesses_Dados,Video,2º Lançamento | Leads
1532,2025 | Janeiro,Segunda-Feira,Dia útil,Leads,2025-01-13,midfunnel_rmkt_30d_estatico_v2,60.02,62,1875,4,Remarketing_30dias,Estático,Campanha Contínua | Leads
1533,2025 | Março,Quarta-Feira,Dia útil,Leads,2025-03-05,topfunnel_lal2_leads_carrossel_v2,17.64,17,516,4,LookALike_Leads_2,Carrossel,Campanha Contínua | Leads
1534,2025 | Março,Domingo,Final de semana,Leads,2025-03-23,midfunnel_engajamento_ig_video_v2,102.87,32,3174,8,Engajamento_Instagram,Video,1º Lançamento | Leads
1535,2025 | Dezembro,Quarta-Feira,Dia útil,Leads,2025-12-31,bottomfunnel_rmkt_60d_estatico_v2,113.7,86,9206,6,Remarketing_60dias,Estático,Campanha Contínua | Leads
1536,2025 | Maio,Sábado,Final de semana,Leads,2025-05-10,topfunnel_lal2_leads_estatico_v3,145.82,115,4781,9,LookALike_Leads_2,Estático,Campanha Contínua | Leads
1537,2025 | Setembro,Segunda-Feira,Dia útil,Leads,2025-09-01,topfunnel_lal2_leads_video_v3,109.02,169,6392,32,LookALike_Leads_2,Video,Campanha Contínua | Leads
1538,2025 | Abril,Quinta-Feira,Dia útil,Leads,2025-04-17,topfunnel_cargos_dados_video_v3,64.45,25,4817,4,Cargos_Dados,Video,Campanha Contínua | Leads
1539,2025 | Junho,Segunda-Feira,Dia útil,Leads,2025-06-02,topfunnel_interesses_dados_video_v1,76.51,165,5242,31,Interesses_Dados,Video,Campanha Contínua | Leads
1540,2025 | Dezembro,Quinta-Feira,Dia útil,Leads,2025-12-25,topfunnel_cargos_dados_estatico_v3,105.27,19,2478,1,Cargos_Dados,Estático,2º Lançamento | Leads
1541,2025 | Julho,Segunda-Feira,Dia útil,Vendas,2025-07-14,midfunnel_engajamento_ig_carrossel_v2,86.07,269,6877,30,Engajamento_Instagram,Carrossel,2º Lançamento | Vendas
1542,2025 | Setembro,Sexta-Feira,Dia útil,Leads,2025-09-26,midfunnel_rmkt_30d_carrossel_v1,103.92,60,2349,2,Remarketing_30dias,Carrossel,Campanha Contínua | Leads
1543,2025 | Dezembro,Sexta-Feira,Dia útil,Leads,2025-12-19,bottomfunnel_rmkt_60d_estatico_v2,95.76,39,2136,2,Remarketing_60dias,Estático,Campanha Contínua | Leads
1544,2025 | Setembro,Sexta-Feira,Dia útil,Leads,2025-09-12,topfunnel_lal2_leads_estatico_v1,159.35,152,9593,11,LookALike_Leads_2,Estático,1º Lançamento | Leads
1545,2025 | Fevereiro,Segunda-Feira,Dia útil,Leads,2025-01-13,topfunnel_interesses_dados_carrossel_v1,144.42,67,3212,7,Interesses_Dados,Carrossel,Campanha Contínua | Leads
1546,2025 | Novembro,Domingo,Final de semana,Leads,2025-11-23,bottomfunnel_rmkt_30d_carrossel_v2,142.76,182,7363,20,Remarketing_30dias,Carrossel,1º Lançamento | Leads
1547,2025 | Fevereiro,Sexta-Feira,Dia útil,Vendas,2025-02-28,midfunnel_visitantes_site_estatico_v1,36.94,39,950,6,Visitantes_Site,Estático,2º Lançamento | Vendas
1548,2025 | Janeiro,Domingo,Final de semana,Vendas,2025-01-19,topfunnel_lal2_leads_video_v3,84.26,85,2105,12,LookALike_Leads_2,Video,2º Lançamento | Vendas
1549,2025 | Janeiro,Quarta-Feira,Dia útil,Vendas,2025-01-29,bottomfunnel_rmkt_60d_carrossel_v3,97.62,199,6215,48,Remarketing_60dias,Carrossel,2º Lançamento | Vendas
1550,2025 | Fevereiro,Segunda-Feira,Dia útil,Vendas,2025-02-03,bottomfunnel_rmkt_60d_video_v2,113.71,79,2903,10,Remarketing_60dias,Video,Campanha Contínua | Vendas
1551,2025 | Março,Sábado,Final de semana,Vendas,2025-03-01,bottomfunnel_rmkt_60d_carrossel_v3,8.11,8,347,0,Remarketing_60dias,Carrossel,2º Lançamento | Vendas
1552,2025 | Junho,Quarta-Feira,Dia útil,Leads,2025-06-04,midfunnel_rmkt_60d_video_v2,141.83,159,3856,22,Remarketing_60dias,Video,1º Lançamento | Leads
1553,2025 | Setembro,Sexta-Feira,Dia útil,Vendas,2025-09-05,topfunnel_cargos_dados_video_v2,166.45,120,4742,28,Cargos_Dados,Video,1º Lançamento | Vendas
